Battle Quiz #,Question #,Group,Quiz Title,Difficulty,Type,Question,Option A,Option B,Option C,Option D,Correct Answer,Fun Fact
33,3,"aespa","MY quiz - how well do you know aespa?","easy","multiple_choice","What is aespa's fandom name?","KWANGYA","MY","Black Mamba","Synk","MY","MY comes from the idea that fans are aespa's most precious 'MY' - symbolizing a deep connection."
33,4,"General K-pop","K-pop boy group generations timeline","hard","multiple_choice","Which debuted first: Stray Kids or TXT?","Same month","Stray Kids (March 2018) - TXT debuted March 2019","TXT debuted first","Same year","Stray Kids (March 2018) - TXT debuted March 2019",""
33,5,"General K-pop","Which group is this member from? (boy groups)","medium","multiple_choice","Felix is a member of which group?","Stray Kids","ATEEZ","SEVENTEEN","NCT","Stray Kids",""
34,1,"aespa","aespa members facts quiz","easy","multiple_choice","What was Karina known for before debut?","Acting in dramas","Being an SM rookie dancer","Modeling in Japan","YouTube covers","Being an SM rookie dancer","Karina appeared in several SM Station videos and was known as an SM rookie before aespa's debut."
34,2,"aespa","aespa members and concepts","easy","multiple_choice","What was aespa's debut song?","Savage","Next Level","Black Mamba","Supernova","Black Mamba",""
34,3,"General K-pop","NCT system explained quiz","hard","multiple_choice","NCT 127's '127' refers to what?","The longitude of Seoul (127 degrees E)","Debut date January 27","127th group under SM","127 members total","The longitude of Seoul (127 degrees E)",""
34,4,"SEVENTEEN","SEVENTEEN true or false","medium","true_false","Hoshi leads the vocal unit","True","False","","","False",""
34,5,"Stray Kids","Stray Kids true or false","medium","true_false","3RACHA consists of Bang Chan, Changbin, and Han","True","False","","","True",""
35,1,"NMIXX","NMIXX members quiz","medium","multiple_choice","What was NMIXX's debut song?","O.O","DICE","DASH","Love Me Like This","O.O",""
35,2,"General K-pop","JYP Entertainment groups quiz","medium","multiple_choice","Which JYP group was the first to top the Billboard 200?","Stray Kids","GOT7","TWICE","2PM","Stray Kids",""
35,3,"General K-pop","K-pop maknae (youngest member) quiz","medium","multiple_choice","Who is the maknae of TWICE?","Chaeyoung","Momo","Tzuyu","Dahyun","Tzuyu",""
35,4,"SEVENTEEN","SEVENTEEN FML era quiz","hard","multiple_choice","What does FML stand for in SEVENTEEN's album title?","Forever Making Love","For My Love","Fearless My Life","SEVENTEEN 10th Mini Album 'FML'","SEVENTEEN 10th Mini Album 'FML'",""
35,5,"ATEEZ","ATEEZ true or false","medium","true_false","San is known for his powerful and expressive stage presence","True","False","","","True",""
36,1,"NewJeans","NewJeans Hype Boy vs Attention quiz","medium","multiple_choice","Which NewJeans song was used in a Levi's commercial?","Hype Boy","Ditto","Super Shy","ETA","ETA",""
36,2,"General K-pop","K-pop Weverse and social media quiz","medium","true_false","BLACKPINK has the most subscribers of any music group on YouTube","True","False","","","True",""
36,3,"BLACKPINK","BLACKPINK solo careers deep dive","hard","multiple_choice","What was Jisoo's debut solo single?","Flower (FLOWER)","Bloom","Petal","Clarity","Flower (FLOWER)",""
36,4,"TWICE","TWICE members - Once test","easy","multiple_choice","How many members are in TWICE?","10","9","8","7","9",""
36,5,"(G)I-DLE","(G)I-DLE members and facts","medium","multiple_choice","Which (G)I-DLE member is from Taiwan?","Minnie","Yuqi","Shuhua","Miyeon","Shuhua",""
37,1,"General K-pop","Which group is this member from? (boy groups)","medium","multiple_choice","San is a member of which group?","Stray Kids","NCT","ATEEZ","SEVENTEEN","ATEEZ",""
37,2,"BLACKPINK","Find the Non-BLACKPINK Member","easy","intruder","Find the intruder","Lisa","Jennie","Rose","Winter","Winter","Winter is the main vocalist of aespa"
37,3,"General K-pop","Can You Name These Male K-pop Idols?","medium","image","Who is this idol?","San","Wooyoung","Hongjoong","Seonghwa","San","San is known for his intense stage presence and facial expressions"
37,4,"aespa","aespa achievements and milestones quiz","medium","multiple_choice","How quickly did Black Mamba reach 100 million views on YouTube?","1 month","3 months","About 2 weeks","6 months","1 month","Black Mamba reached 100 million views in about a month, setting records for SM Entertainment rookie groups."
37,5,"General K-pop","Name That Album Cover","hard","image","Which album is this?","The ReVe Festival Finale","Queendom","Chill Kill","The Velvet","The ReVe Festival Finale","The ReVe Festival Finale includes the hit Psycho"
38,1,"General K-pop","K-pop photocard culture quiz","easy","multiple_choice","What is 'photocard trading' in K-pop?","Creating fan art","Selling albums","Voting for awards","Fans exchanging photocards to get their bias's cards","Fans exchanging photocards to get their bias's cards",""
38,2,"ITZY","ITZY discography deep dive","medium","multiple_choice","In what year did DALLA DALLA debut?","2021","2018","2020","2019","2019",""
38,3,"TWICE","TWICE true or false","medium","true_false","TWICE's debut song was 'Cheer Up'","True","False","","","False",""
38,4,"General K-pop","K-pop girl group generations timeline","hard","multiple_choice","Put these girl groups in debut order (earliest to latest)","Red Velvet -> TWICE -> BLACKPINK -> SNSD -> 2NE1","2NE1 -> SNSD -> BLACKPINK -> Red Velvet -> TWICE","Girls' Generation -> 2NE1 -> Red Velvet -> TWICE -> BLACKPINK","BLACKPINK -> TWICE -> Red Velvet -> 2NE1 -> SNSD","Girls' Generation -> 2NE1 -> Red Velvet -> TWICE -> BLACKPINK",""
38,5,"General K-pop","Find the 3rd Gen Intruder Among 4th Gen","hard","intruder","Find the idol who is NOT 4th gen","Hyunjin (Stray Kids)","San (ATEEZ)","Wonbin (RIIZE)","Mingyu (SEVENTEEN)","Mingyu (SEVENTEEN)","Mingyu debuted with SEVENTEEN in 2015"
39,1,"General K-pop","K-pop debut years true or false","medium","true_false","NewJeans debuted in 2022","True","False","","","True",""
39,2,"BLACKPINK","BLACKPINK members quiz","easy","multiple_choice","Who is the leader of BLACKPINK?","Rose","Lisa","Jennie","Jisoo","Jisoo",""
39,3,"BTS","How well do you know BTS members?","easy","multiple_choice","What is Suga's solo mixtape name?","Hope World","Agust D","Mono","D-Day","Agust D","Agust D is Suga spelled backwards plus DT for Daegu Town, his hometown."
39,4,"ATEEZ","ATEEZ members quiz","medium","multiple_choice","Who is the maknae of ATEEZ?","Wooyoung","Yeosang","San","Jongho","Jongho",""
39,5,"General K-pop","Name That Album Cover","hard","image","Which album is this?","Formula of Love","Taste of Love","Eyes Wide Open","Between 1&2","Formula of Love","Formula of Love sold over 700,000 copies on its first day"
40,1,"ATEEZ","ATEEZ discography challenge","hard","multiple_choice","What was the lead single of ATEEZ's album THE WORLD EP.2: OUTLAW?","Guerrilla","The Real","HALAZIA","BOUNCY (K-HOT CHILLI PEPPERS)","BOUNCY (K-HOT CHILLI PEPPERS)",""
40,2,"Stray Kids","Stray Kids basics","easy","multiple_choice","How many members are in Stray Kids?","9","6","7","8","8",""
40,3,"General K-pop","Name That Boy Group Album","hard","image","Which album is this?","Wings","HYYH pt.2","Love Yourself: Tear","BE","Wings","Wings was BTS first album to enter the Billboard 200"
40,4,"aespa","aespa MY concept universe","hard","multiple_choice","Which aespa song directly references 'naevis, we love you'?","Girls","Savage","Black Mamba","Next Level","Savage",""
40,5,"General K-pop","K-pop Korean language basics for fans","easy","multiple_choice","What does 'hwaiting/fighting' mean?","Stop it","Let's fight","You can do it! / Let's go! / Good luck!","I'm angry","You can do it! / Let's go! / Good luck!",""
41,1,"aespa","aespa true or false","medium","true_false","aespa debuted under SM Entertainment","True","False","","","True",""
41,2,"TWICE","ONCE check - how well do you know TWICE?","easy","multiple_choice","TWICE was formed through which survival show?","Produce 101","Sixteen","Nizi Project","Finding TWICE","Sixteen","Sixteen aired on Mnet in 2015. Originally 16 contestants competed for spots in a 7-member group, but JYP decided to debut 9 members."
41,3,"General K-pop","K-pop group leaders quiz","medium","multiple_choice","Who is the leader of Red Velvet?","Joy","Seulgi","Irene","Wendy","Irene",""
41,4,"General K-pop","K-pop choreography quiz","medium","multiple_choice","What is a 'dance practice' video in K-pop?","A concert rehearsal","A studio recording of the group performing the full choreography","A behind-the-scenes vlog","A dance tutorial","A studio recording of the group performing the full choreography",""
41,5,"TXT","TXT discography deep dive","hard","multiple_choice","What was TXT's comeback single from The Chaos Chapter: FREEZE?","Magic","Anti-Romantic","No Rules","0X1=LOVESONG (I Know I Love You)","0X1=LOVESONG (I Know I Love You)",""
42,1,"BLACKPINK","BLACKPINK true or false","medium","true_false","BLACKPINK has 5 members","True","False","","","False",""
42,2,"BLACKPINK","BLACKPINK members quiz","easy","multiple_choice","How many members are in BLACKPINK?","4","6","3","5","4",""
42,3,"LE SSERAFIM","LE SSERAFIM ANTIFRAGILE to UNFORGIVEN","medium","multiple_choice","LE SSERAFIM collaborated with which game for 'Perfect Night'?","Fortnite","League of Legends","Valorant","Overwatch 2","Overwatch 2",""
42,4,"TWICE","TWICE true or false","medium","true_false","TWICE debuted under YG Entertainment","True","False","","","False",""
42,5,"General K-pop","Name That Album Cover","hard","image","Which album is this?","FML","SEVENTEENTH HEAVEN","Face the Sun","Attacca","FML","FML became the best-selling album in Hanteo history"
43,1,"General K-pop","K-pop idols in dramas true or false","medium","true_false","All BTS members have acted in Korean dramas","True","False","","","False",""
43,2,"aespa","aespa MY concept universe","hard","multiple_choice","The virtual world in aespa's universe is called what?","FLAT","METAVERSE","NAEVIS","KWANGYA","KWANGYA",""
43,3,"aespa","aespa discography challenge","medium","multiple_choice","Which song became a massive viral hit in 2024 for aespa?","Drama","Spicy","Supernova","Better Things","Supernova","Supernova went viral across Asia and became one of the biggest K-pop songs of 2024."
43,4,"General K-pop","K-pop maknae (youngest member) quiz","medium","multiple_choice","Who is the maknae of BLACKPINK?","Rose","Jisoo","Jennie","Lisa","Lisa",""
43,5,"BTS","BTS discography challenge","medium","multiple_choice","Which album includes the song 'Spring Day'?","You Never Walk Alone","Map of the Soul: 7","Love Yourself: Her","Wings","You Never Walk Alone",""
44,1,"General K-pop","DAY6 quiz","medium","multiple_choice","Which company does DAY6 belong to?","JYP Entertainment","HYBE","YG Entertainment","SM Entertainment","JYP Entertainment",""
44,2,"General K-pop","K-pop songs with colors in the title","medium","multiple_choice","'Black Mamba' is a song by which group?","IVE","aespa","BLACKPINK","ITZY","aespa",""
44,3,"General K-pop","K-pop idols in Korean dramas","hard","multiple_choice","Which idol group member starred in the drama 'True Beauty'?","V (BTS)","L (INFINITE)","Minho (SHINee)","Cha Eun-woo (ASTRO)","Cha Eun-woo (ASTRO)",""
44,4,"BLACKPINK","BLACKPINK members quiz","easy","multiple_choice","What was BLACKPINK's debut single?","As If It's Your Last","DDU-DU DDU-DU","Playing With Fire","Boombayah","Boombayah",""
44,5,"General K-pop","K-pop 2nd generation legends","medium","multiple_choice","Which group is known as the 'Kings of K-pop' from the 2nd generation?","2PM","SHINee","Super Junior","BIGBANG","BIGBANG",""
45,1,"aespa","aespa members facts quiz","easy","multiple_choice","Who is the youngest member of aespa?","Winter","NingNing","Karina","Giselle","NingNing","NingNing was born on October 23, 2002, making her the maknae of the group."
45,2,"BTS","BTS true or false - test your ARMY knowledge","medium","true_false","BTS debuted in 2012","True","False","","","False",""
45,3,"Stray Kids","Stray Kids discography challenge","hard","multiple_choice","MANIAC is from which album?","NOEASY","ODDINARY","MAXIDENT","5-STAR","ODDINARY","ODDINARY debuted at #1 on the Billboard 200, making Stray Kids only the third K-pop act to achieve this."
45,4,"(G)I-DLE","(G)I-DLE Tomboy era quiz","medium","multiple_choice","How many members does (G)I-DLE currently have?","5","6","4","7","5",""
45,5,"TWICE","TWICE members - Once test","easy","multiple_choice","Which company does TWICE belong to?","JYP Entertainment","SM Entertainment","YG Entertainment","HYBE","JYP Entertainment",""
46,1,"General K-pop","K-pop 2nd generation legends","medium","multiple_choice","Which 2nd gen group popularized 'beast-dol' (beastly idol) concept with powerful performances?","2PM","Super Junior","BIGBANG","SHINee","2PM",""
46,2,"NewJeans","NewJeans true or false","medium","true_false","Hanni is from Vietnam and grew up in Australia","True","False","","","True",""
46,3,"aespa","aespa discography challenge","medium","multiple_choice","What is the name of aespa's first mini album?","Girls","Savage","MY WORLD","Armageddon","Savage","Savage was released in October 2021 and debuted at #20 on the Billboard 200."
46,4,"General K-pop","K-pop boy group generations timeline","hard","multiple_choice","Which is the oldest active boy group from the Big 3?","BIGBANG (YG, 2006)","SHINee (SM, 2008)","Super Junior (SM, 2005)","2PM (JYP, 2008)","Super Junior (SM, 2005)",""
46,5,"(G)I-DLE","(G)I-DLE true or false","medium","true_false","(G)I-DLE debuted under SM Entertainment","True","False","","","False",""
